id,own_car,own_realty,num_children,income,days_birth,days_employed,work_phone,phone,email,fam_members,gender_m,income_type_pensioner,income_type_state_servant,income_type_student,income_type_working,education_type_higher_education,education_type_incomplete_higher,education_type_lower_secondary,education_type_secondary,family_status_married,family_status_separated,family_status_single,family_status_widow,housing_type_hose/apartment,housing_type_municipal_apartment,housing_type_office_apartment,housing_type_rented_apartment,housing_type_with_parents,occupation_type_cleaning_staff,occupation_type_cooking_staff,occupation_type_core_staff,occupation_type_drivers,occupation_type_high_skill_tech_staff,occupation_type_hr_staff,occupation_type_it_staff,occupation_type_laborers,occupation_type_low-skill_laborers,occupation_type_managers,occupation_type_medicine_staff,occupation_type_private_service_staff,occupation_type_realty_agents,occupation_type_sales_staff,occupation_type_secretaries,occupation_type_security_staff,occupation_type_undefined,occupation_type_waiters/barmen_staff,bad_client
5022936,1,0,0,0.13602233938142755,0.45448453813099277,-0.44613552544637314,0,1,1,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5022950,0,1,0,-0.4771170800170375,1.8559143955339592,-0.44171814144969385,0,0,0,1.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5022952,1,1,0,-0.6814968864831925,-0.5483801015144036,-0.4402048451376177,1,0,0,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5022958,0,0,0,-0.8041247703628855,0.23250187188591928,-0.4379853438799061,0,0,1,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
5022963,1,1,3,-0.4771170800170375,0.7335757697502024,-0.44591213408601904,0,0,0,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5022966,0,1,0,-0.4771170800170375,-0.732847936112032,2.195553784815743,0,0,0,2.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5022975,0,1,0,1.1579213717122028,1.5679820889405107,-0.43814387968402835,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
5022978,1,1,0,0.3404021458475826,-0.685775185573518,-0.5225930200707899,0,1,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
5022987,0,1,0,-1.0085045768290406,-1.9863689986757083,2.195553784815743,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5022994,0,1,0,-1.0085045768290406,-1.9015424685174724,2.195553784815743,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5022996,0,1,0,-0.06835746708472747,-1.6747808428268647,-0.5199627669569433,1,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023007,0,0,0,-0.2727372735508825,0.5302310453427131,-0.4499836217827953,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
5023009,0,1,0,-0.7959495781042394,-1.8640276368700275,2.195553784815743,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023011,1,0,0,1.5666809846445127,1.0891303524979628,-0.45415599590037653,0,0,0,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
5023012,0,1,0,-0.3953651574305755,-0.21504768018837842,-0.47696353317523793,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023015,0,0,0,-1.0085045768290406,-1.1553079510972741,2.195553784815743,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023022,0,1,0,-0.2727372735508825,-1.239895533283233,2.195553784815743,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023025,0,1,0,-0.35448919613734453,-0.6432424465082618,-0.47258218004313185,0,0,0,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
5023031,0,1,0,0.13602233938142755,0.2174481496324859,-0.45152574278652996,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
5023034,0,1,0,-0.6814968864831925,-0.4329682309047476,-0.4488954896726834,1,0,0,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
5023036,0,1,0,-0.6814968864831925,1.8683396900923486,-0.44449972419474804,0,0,0,2.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023037,0,0,0,-0.8858766929493476,-1.1832648638536503,2.195553784815743,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023044,0,0,0,-0.4771170800170375,-1.7077556630010522,2.195553784815743,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023048,0,1,0,-1.0902564994155026,1.2516149736461326,-0.4572330317349313,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
5023051,0,1,3,-0.6814968864831925,0.6989283137700779,-0.4690655676607835,1,1,0,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
5023053,0,1,0,0.5447819523137376,-1.2375060535604658,2.195553784815743,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023057,1,1,1,-0.6814968864831925,1.1276009760345147,-0.4401111648897273,0,0,0,3.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
5023060,0,1,0,0.13602233938142755,-0.19306446673892014,-0.45569091073119655,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
5023063,0,1,2,0.13602233938142755,0.5271247217031159,-0.43945540315449433,0,0,0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023065,0,1,0,-1.3559502478215042,-1.7636694885138047,2.195553784815743,0,1,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023072,1,1,0,-0.9676286155358096,0.8083664850728159,-0.44252523281613443,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023079,0,1,0,-0.9676286155358096,-1.3866095882611396,2.195553784815743,0,0,0,2.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023081,0,1,0,-0.4771170800170375,1.7299888141441273,-0.4385834562318219,0,0,0,1.0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023083,1,0,1,-0.10923342837795848,1.0248533479555249,-0.47235878868277775,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
5023089,0,0,0,0.13602233938142755,-0.2078792410200768,-0.46643531454693693,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
5023097,1,1,1,-0.06835746708472747,-0.19617079037851748,-0.46818641456519644,0,0,0,3.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023099,0,1,0,-0.8450007316561166,-1.4026191024036798,2.195553784815743,0,0,0,2.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023100,0,1,0,-0.8450007316561166,-1.4026191024036798,2.195553784815743,0,0,0,2.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
5023103,0,1,0,-0.4771170800170375,-1.1789638003526695,2.195553784815743,0,0,0,2.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023105,1,1,1,-1.0902564994155026,0.2011996875176689,-0.4486720983123293,1,0,0,3.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023110,0,1,0,1.7710607911106677,1.4007185083468063,-0.4403345562500814,1,1,0,2.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
5023115,0,1,0,-0.9676286155358096,-1.9519604906678605,2.195553784815743,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023116,0,1,0,-0.9676286155358096,-0.6757393707378958,-0.5100758977180461,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023120,1,0,0,1.2805492555918956,0.7902064391797852,-0.45086277487838233,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
5023133,0,1,1,-0.06835746708472747,0.8865024720073036,-0.44823252176453576,0,0,1,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023136,0,0,0,-0.6814968864831925,-1.2274702387248437,2.195553784815743,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023150,0,1,1,1.1579213717122028,1.0986882713890316,-0.4473533686689487,0,0,0,3.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
5023153,0,0,0,-0.5588690026034995,0.5591437499881964,-0.48244743076328517,1,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
5023163,0,1,0,-0.4771170800170375,-1.3830253686769889,2.195553784815743,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023168,0,0,0,-0.3136132348441135,-1.7593684250128239,2.195553784815743,0,0,0,2.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023170,0,1,1,-0.6406209251899615,0.21912078543842295,-0.45130235142617586,0,1,0,3.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
5023172,0,1,1,1.3623011781783576,-0.41576397690082373,-0.47039150347707875,1,1,0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
5023180,0,0,0,-1.0902564994155026,-1.2592503190376476,2.195553784815743,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023183,1,1,0,-0.4771170800170375,-0.2955731468456333,-0.45590709591863604,0,1,0,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023190,1,1,1,1.1579213717122028,1.069058722826718,-0.44823252176453576,0,1,1,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
5023191,0,1,0,-1.2537603445884267,-1.464984523167904,2.195553784815743,0,0,0,2.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023199,0,1,0,-1.2537603445884267,-1.464984523167904,2.195553784815743,0,0,0,2.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
5023200,1,1,2,-0.06835746708472747,0.04970667309422802,-0.4504231983305888,0,0,0,4.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023205,1,0,0,-0.4771170800170375,-0.8019039001000042,-0.4745494652488308,0,1,0,2.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023206,0,0,1,-0.4771170800170375,0.3727643316123543,-0.43814387968402835,0,0,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
5023213,1,1,0,0.3404021458475826,-0.1706033573449084,-0.45261387489664184,0,0,0,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023224,0,0,0,-0.4771170800170375,-1.132368945758709,2.195553784815743,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023229,0,1,0,-0.8858766929493476,-2.0623544538597054,2.195553784815743,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023231,1,1,0,0.7491617587798927,-0.3292648109366509,-0.4462652365588368,0,0,0,1.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
5023232,1,1,0,0.3404021458475826,1.1459999698998222,-0.4456022686506892,1,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023239,1,1,2,0.3404021458475826,0.7170883596631087,-0.4758609887192968,0,0,0,4.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023250,0,1,0,-1.0902564994155026,-0.8484987546939647,2.195553784815743,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023253,0,1,0,-0.6814968864831925,-1.0597287621865858,-0.453716419352583,0,0,0,1.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023257,1,1,0,-0.06835746708472747,-1.243479752867384,-0.4486720983123293,0,0,0,2.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023265,0,1,0,-0.4771170800170375,1.689128710884808,-0.443843962459515,0,0,0,2.0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023266,0,1,1,-0.2727372735508825,0.15484378089598508,-0.4460418451984827,0,1,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023270,0,1,0,-0.4771170800170375,-1.7507662980108618,2.195553784815743,0,0,0,2.0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023272,0,1,0,-1.0085045768290406,-2.1844568676931098,2.195553784815743,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023277,0,1,0,-0.9676286155358096,-1.6413281267081237,2.195553784815743,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023279,1,1,0,-0.06835746708472747,-0.16797492964986446,-0.45415599590037653,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
5023283,0,1,0,-0.06835746708472747,0.09152256824265413,-0.45986328484877786,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023285,1,1,0,0.01339445550173454,-0.030818793563026827,-0.4613909935066832,0,0,0,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023286,0,1,1,-1.2946363058816577,0.09128362027037741,-0.4440673538198691,1,0,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023287,0,1,1,-1.2946363058816577,0.09128362027037741,-0.4440673538198691,1,0,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
5023292,0,0,1,0.3404021458475826,1.1276009760345147,-0.4493350662204769,0,1,0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
5023295,0,0,1,0.3404021458475826,1.1276009760345147,-0.4493350662204769,0,1,0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0
5023298,1,1,1,-1.0902564994155026,0.9770637535001807,-0.4620539614148309,0,0,1,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023303,1,0,1,0.3404021458475826,1.3132635504935266,-0.4499836217827953,0,0,0,3.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
5023318,0,1,0,0.13602233938142755,-0.7596101090070247,-0.44121370934566845,1,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023320,0,0,0,-0.4771170800170375,0.5940301539405975,-0.47147963558719064,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
5023323,1,1,2,-0.4771170800170375,0.8845908882290898,-0.4675378590028781,0,0,0,4.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023327,0,1,2,-0.9676286155358096,-1.9784837155905766,2.195553784815743,0,0,0,4.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023336,0,1,0,-0.4771170800170375,-0.21815400382797578,-0.46709828245508456,0,0,1,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
5023342,1,1,0,6.471796339832234,-0.5588938122945794,-0.4497602304224412,0,0,0,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
5023347,1,1,0,6.471796339832234,-0.5588938122945794,-0.4497602304224412,0,0,0,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0
5023351,0,1,0,-0.8858766929493476,-0.4231713640414021,-0.44274141800357386,0,0,0,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
5023352,0,1,0,-0.8858766929493476,-0.4231713640414021,-0.44274141800357386,0,0,0,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023354,0,1,0,-0.06835746708472747,1.2399065230045734,-0.4532696366318748,1,0,0,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023367,0,1,0,-0.8858766929493476,-0.1753823167904428,-0.4585373490324826,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
5023368,0,1,0,-1.0902564994155026,-1.336669462055305,2.195553784815743,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023369,1,1,0,-0.4771170800170375,1.654242306932407,-0.44252523281613443,0,0,0,1.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023373,0,1,2,-0.2727372735508825,-0.2403761652497108,-0.44449972419474804,1,0,0,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
5023377,0,1,0,-0.9676286155358096,-1.2867293358494705,2.195553784815743,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023387,0,1,0,-0.9471906348891941,-1.1686890375447705,2.195553784815743,0,0,0,2.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023389,1,1,2,-0.2727372735508825,0.5882954026059563,-0.45152574278652996,0,0,0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023392,0,1,0,-0.8041247703628855,-1.357218987671103,-0.4453788772903351,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
5023407,0,1,0,-0.4771170800170375,-0.9029788923730571,-0.47608438007965087,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5023408,0,1,0,-0.6814968864831925,-1.348616860669141,2.195553784815743,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023414,1,1,1,0.3404021458475826,-0.12066323113907378,-0.45569091073119655,0,1,0,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
5023425,0,1,3,-0.2727372735508825,0.4205539260676984,-0.4646842145286775,0,0,0,5.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
5023430,0,1,0,-0.7223728477764235,-1.6836219178011034,2.195553784815743,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
5023435,0,1,0,-0.06835746708472747,-1.608592254506213,-0.5331212386990909,1,1,0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
5023447,0,1,0,-0.06835746708472747,-1.0900751546657292,-0.44121370934566845,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
